2026-05-11T15:53:13.606+0700	INFO	livekit	server/main.go:210	starting in development mode
2026-05-11T16:15:45.639+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 2280071940551747401 1778490945 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 8B:DE:94:06:F8:F9:77:09:66:02:5C:33:5F:C4:CE:BB:87:04:A4:36:2B:AF:D4:38:DD:90:50:FE:00:FE:C7:07\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lBtDQcbExuTARThv\r\na=ice-pwd:ganejiJwNKVwAqvZeEeedfFdaluNPoSn\r\n", "id": 76}}}
2026-05-11T16:15:45.639+0700	DEBUG	livekit	service/rtcservice.go:513	sending offer	{"connID": "CO_7459mrWHdxL8", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 2280071940551747401 1778490945 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 8B:DE:94:06:F8:F9:77:09:66:02:5C:33:5F:C4:CE:BB:87:04:A4:36:2B:AF:D4:38:DD:90:50:FE:00:FE:C7:07\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lBtDQcbExuTARThv\r\na=ice-pwd:ganejiJwNKVwAqvZeEeedfFdaluNPoSn\r\n","id":76}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.641+0700	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-05-11T16:15:45.641+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-05-11T16:15:45.641+0700	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_7459mrWHdxL8", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.649+0700	DEBUG	livekit	service/rtcservice.go:609	received offer	{"connID": "CO_7459mrWHdxL8", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 7644567160808766100 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:9V2N\r\na=ice-pwd:SFacZiOH15eGhjUN63jxjSk1\r\na=ice-options:trickle\r\na=fingerprint:sha-256 F0:86:A5:8E:98:8F:C1:90:7F:FE:18:BE:D3:A0:6E:16:59:9F:0E:02:3B:86:F8:DF:DC:22:2E:63:68:F8:7C:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.649+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "request": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 7644567160808766100 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:9V2N\r\na=ice-pwd:SFacZiOH15eGhjUN63jxjSk1\r\na=ice-options:trickle\r\na=fingerprint:sha-256 F0:86:A5:8E:98:8F:C1:90:7F:FE:18:BE:D3:A0:6E:16:59:9F:0E:02:3B:86:F8:DF:DC:22:2E:63:68:F8:7C:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}}
2026-05-11T16:15:45.650+0700	DEBUG	livekit.pub	rtc/participant.go:1142	received offer	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "offer": {"type":"offer","sdp":"v=0\r\no=- 7644567160808766100 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:9V2N\r\na=ice-pwd:SFacZiOH15eGhjUN63jxjSk1\r\na=ice-options:trickle\r\na=fingerprint:sha-256 F0:86:A5:8E:98:8F:C1:90:7F:FE:18:BE:D3:A0:6E:16:59:9F:0E:02:3B:86:F8:DF:DC:22:2E:63:68:F8:7C:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}, "offerId": 0}
2026-05-11T16:15:45.650+0700	DEBUG	livekit.transport	rtc/transport.go:2802	processing offer	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "offerId": 0}
2026-05-11T16:15:45.650+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_7459mrWHdxL8", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1559686778 1 udp 2122260223 192.168.100.231 60280 typ host generation 0 ufrag 9V2N network-id 1 network-cost 50\"}"}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.651+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1559686778 1 udp 2122260223 192.168.100.231 60280 typ host generation 0 ufrag 9V2N network-id 1 network-cost 50\"}", "target": "PUBLISHER"}}}
2026-05-11T16:15:45.652+0700	DEBUG	livekit.transport	rtc/transport.go:804	ice gathering state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "state": "gathering"}
2026-05-11T16:15:45.652+0700	DEBUG	livekit.pub	rtc/participant.go:1192	sending answer	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 1130382931605089650 1778490945 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 4C:F2:AF:09:05:9C:0C:86:60:39:61:05:1A:E3:D2:F5:D6:CE:40:54:EF:FE:5F:FD:84:B4:07:05:18:3E:F0:A1\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IvSMcPJkFBHValJq\r\na=ice-pwd:UxwkLQJFANjunlftlxpghEpUVargqncF\r\n"}, "answerId": 0, "midToTrackID": {}}
2026-05-11T16:15:45.652+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 1130382931605089650 1778490945 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 4C:F2:AF:09:05:9C:0C:86:60:39:61:05:1A:E3:D2:F5:D6:CE:40:54:EF:FE:5F:FD:84:B4:07:05:18:3E:F0:A1\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IvSMcPJkFBHValJq\r\na=ice-pwd:UxwkLQJFANjunlftlxpghEpUVargqncF\r\n"}}}
2026-05-11T16:15:45.652+0700	DEBUG	livekit.transport	rtc/transport.go:2420	added ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "candidate": {"candidate":"candidate:1559686778 1 udp 2122260223 192.168.100.231 60280 typ host generation 0 ufrag 9V2N network-id 1 network-cost 50","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":null}}
2026-05-11T16:15:45.652+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "state": "checking"}
2026-05-11T16:15:45.652+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "state": "connecting"}
2026-05-11T16:15:45.652+0700	DEBUG	livekit	service/rtcservice.go:516	sending answer	{"connID": "CO_7459mrWHdxL8", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 1130382931605089650 1778490945 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 4C:F2:AF:09:05:9C:0C:86:60:39:61:05:1A:E3:D2:F5:D6:CE:40:54:EF:FE:5F:FD:84:B4:07:05:18:3E:F0:A1\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IvSMcPJkFBHValJq\r\na=ice-pwd:UxwkLQJFANjunlftlxpghEpUVargqncF\r\n"}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.652+0700	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IvSMcPJkFBHValJq\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-05-11T16:15:45.653+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IvSMcPJkFBHValJq\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-05-11T16:15:45.653+0700	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_7459mrWHdxL8", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IvSMcPJkFBHValJq\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.654+0700	DEBUG	livekit	service/rtcservice.go:611	received answer	{"connID": "CO_7459mrWHdxL8", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 997550341334141313 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:74mU\r\na=ice-pwd:uGamfznsnDT7NTUuLARdDvXK\r\na=ice-options:trickle\r\na=fingerprint:sha-256 10:29:58:48:43:42:DF:FD:35:ED:C7:07:13:EE:41:3B:56:CE:DF:22:78:A7:A8:08:B6:59:F7:73:DF:A0:54:4C\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.654+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_7459mrWHdxL8", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1451984436 1 udp 2122260223 192.168.100.231 52242 typ host generation 0 ufrag 74mU network-id 1 network-cost 50\"}","target":1}}, "room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "joinDuration": "43.572ms"}
2026-05-11T16:15:45.655+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "request": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 997550341334141313 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:74mU\r\na=ice-pwd:uGamfznsnDT7NTUuLARdDvXK\r\na=ice-options:trickle\r\na=fingerprint:sha-256 10:29:58:48:43:42:DF:FD:35:ED:C7:07:13:EE:41:3B:56:CE:DF:22:78:A7:A8:08:B6:59:F7:73:DF:A0:54:4C\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}}
2026-05-11T16:15:45.655+0700	DEBUG	livekit.sub	rtc/participant.go:1227	received answer	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "answer": {"type":"answer","sdp":"v=0\r\no=- 997550341334141313 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:74mU\r\na=ice-pwd:uGamfznsnDT7NTUuLARdDvXK\r\na=ice-options:trickle\r\na=fingerprint:sha-256 10:29:58:48:43:42:DF:FD:35:ED:C7:07:13:EE:41:3B:56:CE:DF:22:78:A7:A8:08:B6:59:F7:73:DF:A0:54:4C\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}, "answerId": 0}
2026-05-11T16:15:45.655+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1451984436 1 udp 2122260223 192.168.100.231 52242 typ host generation 0 ufrag 74mU network-id 1 network-cost 50\"}", "target": "SUBSCRIBER"}}}
2026-05-11T16:15:45.655+0700	DEBUG	livekit.transport	rtc/transport.go:2878	processing answer	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "answerId": 0}
2026-05-11T16:15:45.655+0700	DEBUG	livekit.transport	rtc/transport.go:2420	added ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "candidate": {"candidate":"candidate:1451984436 1 udp 2122260223 192.168.100.231 52242 typ host generation 0 ufrag 74mU network-id 1 network-cost 50","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":null}}
2026-05-11T16:15:45.655+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "state": "checking"}
2026-05-11T16:15:45.655+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "state": "connecting"}
2026-05-11T16:15:45.656+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-05-11T16:15:45.656+0700	DEBUG	livekit.transport	rtc/transport.go:700	setting connection timer after ICE connected	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "timeout": "10s", "iceDuration": "4.202833ms"}
2026-05-11T16:15:45.658+0700	DEBUG	livekit.transport	rtc/transport.go:626	selected ICE candidate pair changed	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "192.168.100.231", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAddress": "192.168.100.231", "remotePort": 60280}}
2026-05-11T16:15:45.670+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-05-11T16:15:45.673+0700	DEBUG	livekit.transport	rtc/transport.go:864	_reliable data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER"}
2026-05-11T16:15:45.673+0700	DEBUG	livekit.transport	rtc/transport.go:864	_lossy data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER"}
2026-05-11T16:15:45.673+0700	DEBUG	livekit.transport	rtc/transport.go:864	_data_track data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "PUBLISHER"}
2026-05-11T16:15:45.705+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-05-11T16:15:45.705+0700	DEBUG	livekit.transport	rtc/transport.go:700	setting connection timer after ICE connected	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "timeout": "10s", "iceDuration": "49.709792ms"}
2026-05-11T16:15:45.705+0700	DEBUG	livekit.transport	rtc/transport.go:626	selected ICE candidate pair changed	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "192.168.100.231", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAddress": "192.168.100.231", "remotePort": 52242}}
2026-05-11T16:15:45.706+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-05-11T16:15:45.706+0700	DEBUG	livekit	rtc/participant.go:2139	updating participant state	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "state": "ACTIVE"}
2026-05-11T16:15:45.707+0700	DEBUG	livekit.transport	rtc/transport.go:1285	_reliable data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER"}
2026-05-11T16:15:45.707+0700	DEBUG	livekit.transport	rtc/transport.go:1285	_data_track data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER"}
2026-05-11T16:15:45.707+0700	DEBUG	livekit.transport	rtc/transport.go:1285	_lossy data channel open	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER"}
2026-05-11T16:15:45.707+0700	INFO	livekit	rtc/room.go:1262	participant active	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 192.168.100.231:7882 (resolved: 192.168.100.231:7882)", "[local][trickle] tcp4 host 192.168.100.231:7881 (resolved: 192.168.100.231:7881)", "[remote][selected:1][trickle] udp host 192.168.100.231:60280"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 192.168.100.231:7882 (resolved: 192.168.100.231:7882)", "[local][trickle] tcp4 host 192.168.100.231:7881 (resolved: 192.168.100.231:7881)", "[remote][selected:1][trickle] udp host 192.168.100.231:52242"], "connectionType": "udp", "clientInfo": {"sdk": "PYTHON", "version": "1.1.7", "protocol": 17, "os": "Mac OS", "osVersion": "15.0.1", "deviceModel": "MacBookPro17,1"}, "connectTime": "91.021ms"}
2026-05-11T16:15:45.716+0700	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:3268177582 1 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-05-11T16:15:45.716+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:3268177582 1 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-05-11T16:15:45.716+0700	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:3150292525 1 udp 1694498815 118.68.100.183 25052 typ srflx raddr 0.0.0.0 rport 57405 ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-05-11T16:15:45.716+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_z6tbbRTNShUD", "participant": "test-user", "participantID": "PA_Ti2oLYhFHykz", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:3150292525 1 udp 1694498815 118.68.100.183 25052 typ srflx raddr 0.0.0.0 rport 57405 ufrag lBtDQcbExuTARThv\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
